Gene;start;end;strand;gene_name;operon;COG;accession
LMB90_RS05785;569;1216;#ERROR!;LMB90_RS05785;Op42;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS05790;1184;1837;-;LMB90_RS05790;Op52;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS05800;2600;3136;-;LMB90_RS05800;Op93;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS05805;3157;3765;-;LMB90_RS05805;Op108;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS05875;14314;14754;-;LMB90_RS05875;Op412;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS05885;15762;16598;#ERROR!;LMB90_RS05885;Op448;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS05890;16705;17148;-;LMB90_RS05890;Op472;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS05895;17164;17688;-;LMB90_RS05895;Op480;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS05910;19242;19796;#ERROR!;LMB90_RS05910;Op530;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS05925;22633;23169;-;LMB90_RS05925;Op603;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS05930;23268;23564;-;LMB90_RS05930;Op619;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS05940;24014;24280;-;LMB90_RS05940;Op632;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS05955;28851;29810;-;LMB90_RS05955;Op727;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS05990;38041;39582;-;rny;Op917;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS06000;40996;42243;-;LMB90_RS06000;Op968;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS06010;42983;44020;-;LMB90_RS06010;Op1006;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS06015;44119;45417;-;LMB90_RS06015;Op1025;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS06020;45422;46669;-;LMB90_RS06020;Op1049;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS06135;76531;77865;-;LMB90_RS06135;Op1518;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS06150;81264;82013;-;yaaA;Op1576;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS06155;82266;83009;#ERROR!;LMB90_RS06155;Op1586;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS06170;83915;84403;#ERROR!;LMB90_RS06170;Op1604;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS06195;88087;88929;#ERROR!;LMB90_RS06195;Op1647;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS06200;89018;89587;-;LMB90_RS06200;Op1655;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS06245;99552;99776;-;LMB90_RS06245;Op1751;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS06250;99800;100036;-;yidD;Op1753;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS06265;102477;102740;-;LMB90_RS06265;Op1775;Function Unknown;NZ_JAJGVJ010000059.1
LMB90_RS06350;17363;17575;-;LMB90_RS06350;Op484;Function Unknown;NZ_JAJGVJ010000060.1
LMB90_RS06385;24097;24390;#ERROR!;LMB90_RS06385;Op635;Function Unknown;NZ_JAJGVJ010000060.1
LMB90_RS06405;28417;28701;#ERROR!;LMB90_RS06405;Op718;Function Unknown;NZ_JAJGVJ010000060.1
LMB90_RS06435;32321;34372;#ERROR!;LMB90_RS06435;Op804;Function Unknown;NZ_JAJGVJ010000060.1
LMB90_RS06460;38332;39237;#ERROR!;LMB90_RS06460;Op921;Function Unknown;NZ_JAJGVJ010000060.1
LMB90_RS06485;44149;44448;#ERROR!;LMB90_RS06485;Op1026;Function Unknown;NZ_JAJGVJ010000060.1
LMB90_RS06500;46649;47965;#ERROR!;obgE;Op1067;Function Unknown;NZ_JAJGVJ010000060.1
LMB90_RS06510;48944;49777;#ERROR!;LMB90_RS06510;Op1107;Function Unknown;NZ_JAJGVJ010000060.1
LMB90_RS06540;55930;56196;#ERROR!;LMB90_RS06540;Op1214;Function Unknown;NZ_JAJGVJ010000060.1
LMB90_RS06575;58632;60056;#ERROR!;LMB90_RS06575;Op1254;Function Unknown;NZ_JAJGVJ010000060.1
LMB90_RS06600;62184;63887;#ERROR!;LMB90_RS06600;Op1307;Function Unknown;NZ_JAJGVJ010000060.1
LMB90_RS06605;63903;65021;#ERROR!;LMB90_RS06605;Op1332;Function Unknown;NZ_JAJGVJ010000060.1
LMB90_RS06610;65005;66567;#ERROR!;LMB90_RS06610;Op1347;Function Unknown;NZ_JAJGVJ010000060.1
LMB90_RS06615;67011;67301;#ERROR!;LMB90_RS06615;Op1379;Function Unknown;NZ_JAJGVJ010000060.1
LMB90_RS06645;71128;71379;#ERROR!;LMB90_RS06645;Op1439;Function Unknown;NZ_JAJGVJ010000060.1
LMB90_RS06650;71453;71680;#ERROR!;LMB90_RS06650;Op1443;Function Unknown;NZ_JAJGVJ010000060.1
LMB90_RS06820;107046;107624;-;LMB90_RS06820;Op1801;Function Unknown;NZ_JAJGVJ010000060.1
LMB90_RS06825;107644;108282;-;LMB90_RS06825;Op1804;Function Unknown;NZ_JAJGVJ010000060.1
LMB90_RS06900;9210;10526;#ERROR!;LMB90_RS06900;Op274;Function Unknown;NZ_JAJGVJ010000061.1
LMB90_RS06905;10708;10869;#ERROR!;LMB90_RS06905;Op316;Function Unknown;NZ_JAJGVJ010000061.1
LMB90_RS06955;6184;7527;-;LMB90_RS06955;Op187;Function Unknown;NZ_JAJGVJ010000062.1
LMB90_RS06965;8566;9090;#ERROR!;LMB90_RS06965;Op253;Function Unknown;NZ_JAJGVJ010000062.1
LMB90_RS06990;12168;13013;-;LMB90_RS06990;Op354;Function Unknown;NZ_JAJGVJ010000062.1
LMB90_RS06995;13106;14029;#ERROR!;LMB90_RS06995;Op383;Function Unknown;NZ_JAJGVJ010000062.1
LMB90_RS07055;29370;29819;#ERROR!;tnpA;Op738;Function Unknown;NZ_JAJGVJ010000062.1
LMB90_RS07155;48784;50745;-;LMB90_RS07155;Op1104;Function Unknown;NZ_JAJGVJ010000062.1
LMB90_RS07180;54222;55007;#ERROR!;LMB90_RS07180;Op1187;Function Unknown;NZ_JAJGVJ010000062.1
LMB90_RS07185;55070;55825;-;LMB90_RS07185;Op1200;Function Unknown;NZ_JAJGVJ010000062.1
LMB90_RS07190;55967;56929;-;LMB90_RS07190;Op1215;Function Unknown;NZ_JAJGVJ010000062.1
LMB90_RS07210;60304;61035;-;LMB90_RS07210;Op1277;Function Unknown;NZ_JAJGVJ010000062.1
LMB90_RS07240;67324;67980;-;LMB90_RS07240;Op1384;Function Unknown;NZ_JAJGVJ010000062.1
LMB90_RS07245;68112;69530;#ERROR!;LMB90_RS07245;Op1398;Function Unknown;NZ_JAJGVJ010000062.1
LMB90_RS07250;69594;70061;-;LMB90_RS07250;Op1417;Function Unknown;NZ_JAJGVJ010000062.1
LMB90_RS07360;93996;95273;-;hflX;Op1701;Function Unknown;NZ_JAJGVJ010000062.1
LMB90_RS07365;95303;95956;-;LMB90_RS07365;Op1711;Function Unknown;NZ_JAJGVJ010000062.1
LMB90_RS07370;96030;96680;-;LMB90_RS07370;Op1719;Function Unknown;NZ_JAJGVJ010000062.1
LMB90_RS07380;99300;100643;#ERROR!;LMB90_RS07380;Op1748;Function Unknown;NZ_JAJGVJ010000062.1
LMB90_RS07460;119649;120494;-;LMB90_RS07460;Op1880;Function Unknown;NZ_JAJGVJ010000062.1
LMB90_RS07540;19784;20710;#ERROR!;LMB90_RS07540;Op540;Function Unknown;NZ_JAJGVJ010000063.1
LMB90_RS07545;20944;29919;#ERROR!;LMB90_RS07545;Op562;Function Unknown;NZ_JAJGVJ010000063.1
LMB90_RS07625;68253;69023;#ERROR!;LMB90_RS07625;Op1401;Function Unknown;NZ_JAJGVJ010000063.1
LMB90_RS07635;69963;71156;#ERROR!;LMB90_RS07635;Op1424;Function Unknown;NZ_JAJGVJ010000063.1
LMB90_RS07685;80355;81284;#ERROR!;LMB90_RS07685;Op1565;Function Unknown;NZ_JAJGVJ010000063.1
LMB90_RS07720;1;2175;-;LMB90_RS07720;Op1;Function Unknown;NZ_JAJGVJ010000064.1
LMB90_RS07745;5824;6852;#ERROR!;LMB90_RS07745;Op180;Function Unknown;NZ_JAJGVJ010000064.1
LMB90_RS07765;8907;9215;#ERROR!;rplU;Op262;Function Unknown;NZ_JAJGVJ010000064.1
LMB90_RS07790;11785;12459;#ERROR!;LMB90_RS07790;Op343;Function Unknown;NZ_JAJGVJ010000064.1
LMB90_RS07805;13535;14395;#ERROR!;LMB90_RS07805;Op394;Function Unknown;NZ_JAJGVJ010000064.1
LMB90_RS07895;31800;32450;#ERROR!;LMB90_RS07895;Op790;Function Unknown;NZ_JAJGVJ010000064.1
LMB90_RS07915;35180;37216;#ERROR!;recG;Op858;Function Unknown;NZ_JAJGVJ010000064.1
LMB90_RS07920;37234;38265;#ERROR!;plsX;Op900;Function Unknown;NZ_JAJGVJ010000064.1
LMB90_RS07955;46462;46737;#ERROR!;rpsP;Op1064;Function Unknown;NZ_JAJGVJ010000064.1
LMB90_RS07970;47571;48329;#ERROR!;trmD;Op1084;Function Unknown;NZ_JAJGVJ010000064.1
LMB90_RS08035;57623;58102;-;LMB90_RS08035;Op1239;Function Unknown;NZ_JAJGVJ010000064.1
LMB90_RS08075;68063;68764;-;ubiE;Op1396;Function Unknown;NZ_JAJGVJ010000064.1
LMB90_RS08240;21933;22514;#ERROR!;rfbC;Op585;Function Unknown;NZ_JAJGVJ010000065.1
LMB90_RS08325;43095;44027;#ERROR!;mmuM;Op1010;Function Unknown;NZ_JAJGVJ010000065.1
LMB90_RS08435;3384;3914;#ERROR!;LMB90_RS08435;Op117;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08455;6862;7734;-;LMB90_RS08455;Op203;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08470;9506;10648;#ERROR!;LMB90_RS08470;Op278;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08480;11407;11769;#ERROR!;LMB90_RS08480;Op336;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08535;23639;24280;-;LMB90_RS08535;Op628;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08570;30106;30762;#ERROR!;LMB90_RS08570;Op750;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08585;31875;32093;#ERROR!;LMB90_RS08585;Op796;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08590;32106;32351;#ERROR!;LMB90_RS08590;Op801;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08595;32405;33541;-;LMB90_RS08595;Op808;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08600;34302;35258;#ERROR!;LMB90_RS08600;Op842;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08620;40190;41995;-;thrS;Op956;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08625;42324;43016;-;LMB90_RS08625;Op992;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08720;63306;63887;-;LMB90_RS08720;Op1324;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08740;67682;68896;#ERROR!;LMB90_RS08740;Op1392;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08810;82338;83666;-;LMB90_RS08810;Op1588;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08865;93153;94148;-;LMB90_RS08865;Op1694;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08875;95916;96548;-;LMB90_RS08875;Op1717;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08900;99864;100166;-;LMB90_RS08900;Op1754;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08915;102825;103418;#ERROR!;LMB90_RS08915;Op1777;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08920;103491;104876;-;brnQ;Op1780;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08935;107749;108129;-;LMB90_RS08935;Op1806;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08940;108236;108589;-;LMB90_RS08940;Op1808;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08975;115572;115892;#ERROR!;LMB90_RS08975;Op1857;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08980;115898;116581;#ERROR!;LMB90_RS08980;Op1860;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS08990;117033;117407;-;LMB90_RS08990;Op1867;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS09000;118103;119248;#ERROR!;LMB90_RS09000;Op1874;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS09010;120541;120834;#ERROR!;LMB90_RS09010;Op1883;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS09015;120908;122812;#ERROR!;LMB90_RS09015;Op1885;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS09035;125435;126928;#ERROR!;cls;Op1899;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS09085;136399;136896;-;greA;Op1930;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS09115;140261;141229;-;LMB90_RS09115;Op1938;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS09145;147404;147874;-;LMB90_RS09145;Op1944;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS09165;151999;152265;-;LMB90_RS09165;Op1948;Function Unknown;NZ_JAJGVJ010000066.1
LMB90_RS09220;9892;11034;-;dnaN;Op293;Function Unknown;NZ_JAJGVJ010000067.1
LMB90_RS09255;16909;18852;#ERROR!;mnmG;Op476;Function Unknown;NZ_JAJGVJ010000067.1
LMB90_RS09260;19051;20970;#ERROR!;asnB;Op522;Function Unknown;NZ_JAJGVJ010000067.1
LMB90_RS09280;25000;25494;#ERROR!;LMB90_RS09280;Op653;Function Unknown;NZ_JAJGVJ010000067.1
LMB90_RS09295;27615;28097;-;LMB90_RS09295;Op700;Function Unknown;NZ_JAJGVJ010000067.1
LMB90_RS09325;33985;35385;-;LMB90_RS09325;Op838;Function Unknown;NZ_JAJGVJ010000067.1
LMB90_RS09330;35491;36183;#ERROR!;LMB90_RS09330;Op869;Function Unknown;NZ_JAJGVJ010000067.1
LMB90_RS09350;37598;37921;#ERROR!;LMB90_RS09350;Op907;Function Unknown;NZ_JAJGVJ010000067.1
LMB90_RS09385;43478;44014;-;hpt;Op1017;Function Unknown;NZ_JAJGVJ010000067.1
LMB90_RS09390;44227;45249;#ERROR!;LMB90_RS09390;Op1028;Function Unknown;NZ_JAJGVJ010000067.1
LMB90_RS09405;46296;46400;-;LMB90_RS09405;Op1063;Function Unknown;NZ_JAJGVJ010000067.1
LMB90_RS09460;9717;10760;#ERROR!;LMB90_RS09460;Op284;Function Unknown;NZ_JAJGVJ010000068.1
LMB90_RS09515;19135;19509;#ERROR!;LMB90_RS09515;Op528;Function Unknown;NZ_JAJGVJ010000068.1
LMB90_RS09630;41266;41934;#ERROR!;LMB90_RS09630;Op973;Function Unknown;NZ_JAJGVJ010000068.1
LMB90_RS09680;52493;53209;#ERROR!;LMB90_RS09680;Op1166;Function Unknown;NZ_JAJGVJ010000068.1
LMB90_RS09685;53568;55037;-;LMB90_RS09685;Op1177;Function Unknown;NZ_JAJGVJ010000068.1
LMB90_RS09695;56375;57892;#ERROR!;LMB90_RS09695;Op1222;Function Unknown;NZ_JAJGVJ010000068.1
LMB90_RS09705;59548;60765;#ERROR!;LMB90_RS09705;Op1267;Function Unknown;NZ_JAJGVJ010000068.1
LMB90_RS09760;74667;75713;#ERROR!;LMB90_RS09760;Op1492;Function Unknown;NZ_JAJGVJ010000068.1
LMB90_RS09815;11106;12578;#ERROR!;gatA;Op329;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS09860;21332;21826;#ERROR!;LMB90_RS09860;Op573;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS09880;24897;25418;#ERROR!;LMB90_RS09880;Op652;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS09910;31270;32100;-;LMB90_RS09910;Op776;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS09920;33585;34916;#ERROR!;LMB90_RS09920;Op831;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS09935;36501;37154;#ERROR!;LMB90_RS09935;Op887;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS09980;42524;43078;#ERROR!;LMB90_RS09980;Op995;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS10000;45608;46627;#ERROR!;LMB90_RS10000;Op1055;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS10010;48401;49324;#ERROR!;LMB90_RS10010;Op1099;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS10025;50471;51490;#ERROR!;LMB90_RS10025;Op1131;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS10030;51502;52803;#ERROR!;LMB90_RS10030;Op1152;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS10040;53016;54137;#ERROR!;wecB;Op1173;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS10065;55737;56594;#ERROR!;map;Op1212;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS10095;62383;62598;-;LMB90_RS10095;Op1310;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS10100;62700;63494;#ERROR!;recX;Op1317;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS10110;64240;65001;#ERROR!;LMB90_RS10110;Op1338;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS10150;75964;76953;#ERROR!;LMB90_RS10150;Op1510;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS10160;77893;79068;#ERROR!;LMB90_RS10160;Op1532;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS10185;82728;84428;#ERROR!;LMB90_RS10185;Op1593;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS10205;88031;88879;#ERROR!;LMB90_RS10205;Op1645;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS10250;100316;101893;#ERROR!;LMB90_RS10250;Op1760;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS10270;108242;109471;-;LMB90_RS10270;Op1809;Function Unknown;NZ_JAJGVJ010000069.1
LMB90_RS00875;90712;91176;-;LMB90_RS00875;Op1671;Signal Transduction Mechanisms;NZ_JAJGVJ010000030.1
LMB90_RS01790;31800;32066;#ERROR!;LMB90_RS01790;Op791;Signal Transduction Mechanisms;NZ_JAJGVJ010000045.1
LMB90_RS01980;70539;72302;-;LMB90_RS01980;Op1431;Signal Transduction Mechanisms;NZ_JAJGVJ010000045.1
LMB90_RS02090;94268;94993;#ERROR!;LMB90_RS02090;Op1704;Signal Transduction Mechanisms;NZ_JAJGVJ010000045.1
LMB90_RS02220;1555;3573;#ERROR!;LMB90_RS02220;Op58;Signal Transduction Mechanisms;NZ_JAJGVJ010000046.1
LMB90_RS02280;13370;15235;#ERROR!;walK;Op390;Signal Transduction Mechanisms;NZ_JAJGVJ010000046.1
LMB90_RS02380;35267;36559;#ERROR!;LMB90_RS02380;Op862;Signal Transduction Mechanisms;NZ_JAJGVJ010000046.1
LMB90_RS02470;65529;66149;#ERROR!;LMB90_RS02470;Op1359;Signal Transduction Mechanisms;NZ_JAJGVJ010000046.1
LMB90_RS02480;66828;68075;#ERROR!;LMB90_RS02480;Op1376;Signal Transduction Mechanisms;NZ_JAJGVJ010000046.1
LMB90_RS02885;29815;30291;#ERROR!;LMB90_RS02885;Op745;Signal Transduction Mechanisms;NZ_JAJGVJ010000050.1
LMB90_RS03545;57408;58415;#ERROR!;LMB90_RS03545;Op1237;Signal Transduction Mechanisms;NZ_JAJGVJ010000051.1
LMB90_RS04140;11889;13226;-;LMB90_RS04140;Op350;Signal Transduction Mechanisms;NZ_JAJGVJ010000053.1
LMB90_RS04145;13223;13903;-;LMB90_RS04145;Op385;Signal Transduction Mechanisms;NZ_JAJGVJ010000053.1
LMB90_RS04505;68168;69655;#ERROR!;LMB90_RS04505;Op1399;Signal Transduction Mechanisms;NZ_JAJGVJ010000055.1
LMB90_RS05425;35256;35768;#ERROR!;LMB90_RS05425;Op860;Signal Transduction Mechanisms;NZ_JAJGVJ010000058.1
LMB90_RS05750;92169;93644;#ERROR!;LMB90_RS05750;Op1687;Signal Transduction Mechanisms;NZ_JAJGVJ010000058.1
LMB90_RS06185;86397;86885;#ERROR!;LMB90_RS06185;Op1629;Signal Transduction Mechanisms;NZ_JAJGVJ010000059.1
LMB90_RS06395;25263;27107;#ERROR!;typA;Op659;Signal Transduction Mechanisms;NZ_JAJGVJ010000060.1
LMB90_RS06420;29766;30818;#ERROR!;LMB90_RS06420;Op743;Signal Transduction Mechanisms;NZ_JAJGVJ010000060.1
LMB90_RS07085;36152;36559;#ERROR!;LMB90_RS07085;Op879;Signal Transduction Mechanisms;NZ_JAJGVJ010000062.1
LMB90_RS07215;61270;63882;#ERROR!;LMB90_RS07215;Op1293;Signal Transduction Mechanisms;NZ_JAJGVJ010000062.1
LMB90_RS07675;78698;79042;#ERROR!;LMB90_RS07675;Op1544;Signal Transduction Mechanisms;NZ_JAJGVJ010000063.1
LMB90_RS07885;30162;31052;#ERROR!;rsgA;Op753;Signal Transduction Mechanisms;NZ_JAJGVJ010000064.1
LMB90_RS08095;71664;72356;#ERROR!;LMB90_RS08095;Op1447;Signal Transduction Mechanisms;NZ_JAJGVJ010000064.1
LMB90_RS08315;41250;41960;#ERROR!;LMB90_RS08315;Op972;Signal Transduction Mechanisms;NZ_JAJGVJ010000065.1
LMB90_RS08350;46680;48578;#ERROR!;LMB90_RS08350;Op1070;Signal Transduction Mechanisms;NZ_JAJGVJ010000065.1
LMB90_RS08500;14844;15341;-;LMB90_RS08500;Op424;Signal Transduction Mechanisms;NZ_JAJGVJ010000066.1
LMB90_RS08515;17463;18761;-;asnS;Op487;Signal Transduction Mechanisms;NZ_JAJGVJ010000066.1
LMB90_RS08520;18781;19791;-;asnA;Op520;Signal Transduction Mechanisms;NZ_JAJGVJ010000066.1
LMB90_RS09075;134361;135203;#ERROR!;LMB90_RS09075;Op1925;Signal Transduction Mechanisms;NZ_JAJGVJ010000066.1
LMB90_RS09120;141425;142603;#ERROR!;LMB90_RS09120;Op1939;Signal Transduction Mechanisms;NZ_JAJGVJ010000066.1
LMB90_RS09160;149930;151873;-;LMB90_RS09160;Op1947;Signal Transduction Mechanisms;NZ_JAJGVJ010000066.1
LMB90_RS09425;49891;50199;#ERROR!;LMB90_RS09425;Op1119;Signal Transduction Mechanisms;NZ_JAJGVJ010000067.1
LMB90_RS09475;12527;13420;#ERROR!;LMB90_RS09475;Op364;Signal Transduction Mechanisms;NZ_JAJGVJ010000068.1
LMB90_RS00765;66119;66916;#ERROR!;LMB90_RS00765;Op1365;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000030.1
LMB90_RS00950;117300;118676;#ERROR!;LMB90_RS00950;Op1868;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000030.1
LMB90_RS01555;29107;30276;-;cytX;Op732;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000044.1
LMB90_RS01725;20887;21225;-;LMB90_RS01725;Op561;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000045.1
LMB90_RS01760;26845;28233;#ERROR!;LMB90_RS01760;Op689;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000045.1
LMB90_RS02335;25020;25883;#ERROR!;LMB90_RS02335;Op654;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000046.1
LMB90_RS02840;20705;22213;-;LMB90_RS02840;Op558;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000050.1
LMB90_RS03140;69794;71110;#ERROR!;secY;Op1421;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000050.1
LMB90_RS03190;76428;77231;#ERROR!;LMB90_RS03190;Op1515;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000050.1
LMB90_RS03655;81780;82358;#ERROR!;LMB90_RS03655;Op1582;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000051.1
LMB90_RS04210;4654;7017;#ERROR!;secA;Op149;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000055.1
LMB90_RS04375;44186;44425;#ERROR!;secG;Op1027;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000055.1
LMB90_RS04510;69823;70683;#ERROR!;LMB90_RS04510;Op1422;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000055.1
LMB90_RS04705;117324;118721;#ERROR!;LMB90_RS04705;Op1869;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000055.1
LMB90_RS04840;2335;3834;#ERROR!;LMB90_RS04840;Op82;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000056.1
LMB90_RS05035;42751;42927;#ERROR!;secE;Op1002;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000056.1
LMB90_RS05290;3960;5357;-;LMB90_RS05290;Op134;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000058.1
LMB90_RS05580;61112;62314;#ERROR!;LMB90_RS05580;Op1290;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000058.1
LMB90_RS05770;97343;98293;-;yidC;Op1731;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000058.1
LMB90_RS05835;7474;7785;-;LMB90_RS05835;Op221;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000059.1
LMB90_RS05960;29937;30401;-;yajC;Op748;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000059.1
LMB90_RS06220;93516;94931;-;LMB90_RS06220;Op1696;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000059.1
LMB90_RS07010;16135;17877;#ERROR!;LMB90_RS07010;Op456;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000062.1
LMB90_RS07070;32401;34329;-;LMB90_RS07070;Op807;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000062.1
LMB90_RS07950;44918;46363;#ERROR!;ffh;Op1040;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000064.1
LMB90_RS07960;46750;47010;#ERROR!;LMB90_RS07960;Op1073;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000064.1
LMB90_RS08870;94523;95551;-;LMB90_RS08870;Op1707;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000066.1
LMB90_RS08930;106602;107681;#ERROR!;LMB90_RS08930;Op1800;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000066.1
LMB90_RS09150;148088;148552;#ERROR!;LMB90_RS09150;Op1945;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000066.1
LMB90_RS09250;15509;16897;#ERROR!;mnmE;Op441;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000067.1
LMB90_RS09285;25645;26508;#ERROR!;LMB90_RS09285;Op667;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000067.1
LMB90_RS09555;24841;25854;#ERROR!;cbiM;Op649;Intracellular Trafficking, Secretion, & Vesicular Transport;NZ_JAJGVJ010000068.1
